Date,fdate,trend_factor_AR_1,trend_factor_AR_2,trend_factor_AR_3,trend_factor_AR_4,trend_factor_AR_5,trend_factor_TR_1,trend_factor_TR_2,trend_factor_TR_3,trend_factor_TR_4,trend_factor_TR_5,trend_factor_AR_Sig,trend_factor_TR_Sig,trend_factor_AR_130,trend_factor_TR_130,trend_factor_TR_BP,trend_factor_TR_LO,trend_factor_CAR_1,trend_factor_CAR_2,trend_factor_CAR_3,trend_factor_CAR_4,trend_factor_CAR_5,trend_factor_CTR_1,trend_factor_CTR_2,trend_factor_CTR_3,trend_factor_CTR_4,trend_factor_CTR_5,trend_factor_CAR_LS,trend_factor_CTR_LS,trend_factor_CAR_SW,trend_factor_CTR_SW,trend_factor_CTR_BP,trend_factor_CTR_LO,trend_factor_CXR_LO,trend_factor_CTR_13,trend_factor_CADD,trend_factor_CTDD
2015/12/31,2015/11/30,-0.73%,-0.13%,0.27%,-1.17%,0.89%,-3.48%,-1.30%,-1.77%,-3.00%,-1.08%,-0.07%,-0.64%,0.27%,-5.08%,-2.07%,-4.89%,60,93,106,118,150,106,223,193,288,376,137.1%,243.6%,261.9%,280.1%,120.2%,493.7%,201.4%,756.7%,-4.18%,-2.71%
2016/01/31,2015/12/31,-1.23%,0.60%,-1.20%,1.52%,0.03%,-7.99%,-4.99%,-5.93%,-3.79%,-5.28%,-0.33%,1.10%,-2.21%,-9.27%,-5.64%,-9.60%,59,93,105,119,150,97,212,182,277,356,140.1%,253.0%,260.7%,284.2%,107.8%,436.7%,189.5%,677.3%,-4.49%,-1.64%
2016/02/29,2016/01/31,-0.85%,-0.80%,0.72%,0.17%,1.39%,-0.42%,-1.05%,0.05%,-0.67%,1.36%,-0.30%,-1.63%,-0.45%,-0.41%,-0.05%,0.08%,58,92,106,120,152,97,209,182,275,361,145.5%,259.3%,259.6%,278.0%,107.6%,437.1%,189.8%,674.1%,-4.78%,-3.25%
2016/03/31,2016/02/29,0.82%,2.27%,1.26%,-0.40%,0.05%,7.52%,7.02%,6.70%,6.58%,7.48%,-0.31%,-0.08%,0.15%,9.06%,7.08%,9.09%,59,94,107,119,152,104,224,194,293,388,143.6%,259.1%,258.5%,277.7%,122.4%,485.9%,195.6%,744.2%,-5.08%,-3.32%
2016/04/30,2016/03/31,1.33%,-1.40%,0.75%,1.44%,0.59%,1.22%,-0.72%,0.59%,1.49%,2.51%,1.41%,2.96%,2.62%,7.20%,0.81%,6.31%,60,93,108,121,153,105,222,195,298,397,141.8%,263.7%,263.5%,288.9%,124.2%,522.8%,211.9%,805.0%,-3.74%,-0.46%
2016/05/31,2016/04/30,-0.79%,-0.47%,0.16%,-0.11%,1.03%,1.43%,1.38%,2.51%,1.26%,2.44%,-1.32%,-2.16%,-2.24%,-1.95%,1.79%,-1.30%,59,93,108,121,154,107,225,200,301,407,146.2%,267.4%,258.7%,280.5%,128.2%,514.7%,202.2%,787.4%,-5.01%,-2.61%
2016/06/30,2016/05/31,-2.79%,-0.99%,0.56%,1.01%,4.64%,-1.89%,-1.01%,1.43%,1.04%,3.47%,0.85%,-0.51%,0.42%,-1.07%,0.26%,-0.92%,58,92,109,122,161,105,223,203,304,421,164.5%,287.1%,261.8%,278.5%,128.8%,509.1%,198.7%,777.8%,-4.20%,-3.10%
2016/07/31,2016/06/30,-0.51%,-1.16%,1.93%,1.17%,0.72%,3.50%,2.65%,4.31%,5.06%,5.65%,0.43%,1.84%,-0.13%,7.72%,3.96%,7.17%,57,91,111,123,163,109,229,211,320,445,167.8%,295.4%,263.4%,285.5%,137.9%,552.7%,208.2%,845.6%,-3.79%,-1.32%
2016/08/31,2016/07/31,0.22%,0.25%,-0.86%,0.96%,-0.67%,-0.36%,0.51%,-0.14%,1.33%,0.86%,1.41%,3.16%,1.21%,5.51%,0.32%,4.56%,57,91,110,125,161,108,230,211,324,449,165.4%,300.2%,268.5%,297.7%,138.6%,582.5%,221.3%,897.7%,-2.43%,0.00%
2016/09/30,2016/08/31,0.59%,-0.40%,-0.70%,-0.50%,0.25%,0.88%,-0.21%,-0.39%,-0.49%,1.10%,-0.12%,0.24%,-0.09%,2.21%,0.19%,2.14%,58,91,109,124,162,109,230,210,322,454,164.5%,301.1%,268.0%,298.6%,139.1%,597.1%,227.6%,919.8%,-2.55%,0.00%
2016/10/31,2016/09/30,0.23%,-0.80%,0.01%,0.32%,0.77%,-2.42%,-2.22%,-3.09%,-1.45%,-1.38%,-0.37%,-0.87%,-0.86%,-5.98%,-2.12%,-5.72%,58,90,109,124,163,107,225,204,318,447,166.0%,305.3%,266.7%,295.2%,134.0%,557.2%,215.8%,858.8%,-2.90%,-0.87%
2016/11/30,2016/10/31,-0.91%,-1.33%,0.38%,2.47%,3.94%,4.09%,4.60%,3.48%,5.20%,6.35%,6.49%,2.42%,4.62%,12.62%,4.59%,11.89%,57,89,110,127,169,111,235,211,334,476,178.9%,314.4%,290.5%,304.7%,144.7%,635.4%,238.8%,979.7%,0.00%,0.00%
2016/12/31,2016/11/30,-2.83%,-0.13%,0.42%,0.82%,1.38%,0.29%,2.09%,2.22%,2.63%,2.14%,2.17%,-0.13%,1.15%,1.71%,1.94%,1.75%,56,89,110,128,172,111,240,216,343,486,190.6%,322.1%,298.9%,304.2%,149.5%,648.2%,238.2%,998.2%,0.00%,-0.13%
2017/01/31,2016/12/31,0.75%,-0.54%,-0.97%,-0.19%,0.27%,2.77%,1.71%,0.67%,1.57%,2.31%,0.41%,1.74%,0.59%,2.69%,1.89%,2.17%,56,88,109,128,172,114,244,217,349,497,189.2%,320.1%,300.6%,311.2%,154.2%,664.4%,239.1%,1028%,0.00%,0.00%
2017/02/28,2017/01/31,-2.02%,1.41%,0.31%,0.66%,-0.12%,2.28%,5.05%,3.53%,3.88%,3.47%,-1.73%,-1.49%,-2.66%,-0.25%,3.64%,0.20%,55,89,109,129,172,117,256,225,362,515,194.7%,325.1%,293.7%,305.1%,163.5%,665.9%,227.4%,1025%,-1.73%,-1.49%
2017/03/31,2017/02/28,-0.01%,0.13%,-1.49%,0.29%,-0.15%,0.73%,-0.21%,-0.79%,0.07%,0.22%,0.48%,0.84%,-0.38%,0.93%,0.13%,0.68%,55,89,108,129,172,118,256,223,362,516,194.3%,323.0%,295.5%,308.5%,163.8%,671.1%,229.2%,1035%,-1.27%,-0.66%
2017/04/30,2017/03/31,0.67%,-0.11%,0.58%,-0.40%,-0.85%,2.46%,1.21%,1.94%,0.62%,-0.50%,-0.22%,-0.73%,-1.18%,-0.25%,1.11%,-0.03%,55,89,108,129,170,121,259,227,365,513,189.8%,310.4%,294.7%,305.5%,166.7%,670.9%,225.5%,1033%,-1.48%,-1.39%
2017/05/31,2017/04/30,0.34%,-0.08%,-0.43%,-0.13%,-1.40%,2.86%,0.88%,1.00%,0.86%,-1.62%,-1.24%,-2.79%,-1.81%,-4.53%,1.06%,-3.70%,56,89,108,129,168,124,261,230,368,505,184.8%,292.1%,289.8%,294.2%,169.6%,642.5%,210.0%,981.2%,-2.70%,-4.14%
2017/06/30,2017/05/31,-1.39%,0.32%,0.66%,0.47%,1.86%,-0.70%,0.64%,1.94%,1.30%,3.01%,2.30%,2.66%,2.00%,5.22%,0.90%,4.42%,55,90,109,129,171,123,263,234,372,520,194.0%,306.6%,298.7%,304.7%,172.0%,675.3%,220.9%,1038%,-0.47%,-1.59%
2017/07/31,2017/06/30,0.03%,0.34%,-0.54%,-0.14%,-0.17%,1.89%,2.40%,1.07%,1.79%,2.02%,-0.42%,0.28%,-0.39%,0.74%,1.93%,0.66%,55,90,108,129,171,126,269,236,379,530,193.4%,307.2%,297.0%,305.8%,177.2%,680.4%,216.9%,1046%,-0.88%,-1.31%
2017/08/31,2017/07/31,-0.90%,1.54%,-0.71%,0.24%,-0.59%,-1.38%,1.95%,0.16%,0.94%,-0.13%,0.19%,0.63%,0.61%,-1.13%,0.26%,-1.32%,54,91,107,129,170,124,274,237,383,530,194.3%,312.3%,297.8%,308.4%,177.9%,670.1%,211.9%,1033%,-0.70%,-0.69%
2017/09/30,2017/08/31,-0.76%,0.36%,0.43%,-1.47%,0.85%,3.06%,2.22%,1.59%,1.08%,3.93%,1.16%,0.38%,1.42%,7.98%,2.47%,7.86%,54,92,108,128,171,128,280,241,387,551,199.1%,315.9%,302.4%,309.9%,184.8%,730.7%,228.7%,1124%,0.00%,-0.32%
2017/10/31,2017/09/30,-0.85%,0.13%,-1.41%,0.30%,-0.08%,0.61%,3.44%,1.11%,2.95%,1.92%,-1.24%,-1.31%,-1.37%,-1.14%,2.24%,-0.75%,53,92,106,128,171,128,290,243,398,561,201.4%,321.3%,297.4%,304.5%,191.2%,724.5%,218.9%,1110%,-1.24%,-1.62%
2017/11/30,2017/10/31,-1.01%,-0.08%,-0.01%,0.77%,0.45%,2.77%,2.96%,2.74%,3.96%,3.54%,-0.69%,-0.49%,0.27%,3.17%,3.22%,3.32%,53,92,106,129,172,132,299,250,414,581,205.8%,324.6%,294.7%,302.6%,200.6%,751.8%,219.2%,1148%,-1.92%,-2.11%
2017/12/31,2017/11/30,0.92%,1.51%,-0.19%,-1.29%,-0.82%,1.83%,2.46%,0.75%,0.19%,0.58%,0.30%,0.41%,0.80%,1.57%,1.10%,1.45%,53,93,106,127,170,134,306,252,415,584,200.4%,319.3%,295.9%,304.2%,203.8%,764.1%,220.3%,1168%,-1.63%,-1.70%
2018/01/31,2017/12/31,1.55%,-0.08%,-2.20%,-1.28%,-1.99%,6.56%,6.41%,4.29%,3.90%,4.10%,0.60%,1.52%,0.69%,3.48%,5.34%,3.03%,54,93,104,126,167,143,326,263,431,608,189.8%,309.0%,298.3%,310.3%,220.1%,790.3%,212.9%,1212%,-1.04%,-0.21%
2018/02/28,2018/01/31,1.71%,-0.62%,-0.81%,0.50%,-2.04%,-2.22%,-4.25%,-3.58%,-3.16%,-5.65%,0.34%,0.10%,0.01%,-4.43%,-3.65%,-4.45%,55,92,103,126,164,140,312,253,417,574,179.0%,295.0%,299.6%,310.7%,208.4%,750.7%,210.4%,1154%,-0.70%,-0.11%
2018/03/31,2018/02/28,0.07%,0.83%,1.10%,0.02%,0.13%,-2.48%,-2.21%,-0.64%,-1.99%,-1.25%,0.11%,-0.12%,-0.61%,0.66%,-1.98%,0.70%,55,93,104,126,164,137,305,252,409,567,179.1%,299.8%,300.0%,310.2%,202.3%,756.6%,218.7%,1162%,-0.59%,-0.23%
2018/04/30,2018/03/31,-0.01%,-1.14%,-0.93%,-0.18%,1.36%,0.49%,-0.62%,-0.49%,0.32%,1.66%,1.39%,1.28%,0.99%,2.29%,0.43%,1.91%,55,92,103,126,166,137,303,250,410,576,183.0%,304.5%,305.6%,315.5%,203.6%,773.0%,223.4%,1191%,0.00%,0.00%
2018/05/31,2018/04/30,1.04%,-0.95%,0.59%,-1.84%,-1.30%,4.73%,1.35%,3.03%,0.74%,1.84%,0.75%,-0.23%,-0.45%,5.43%,2.78%,5.50%,56,91,104,124,164,144,307,258,413,587,176.4%,292.8%,308.7%,314.6%,212.0%,820.9%,232.2%,1261%,0.00%,-0.23%
2018/06/30,2018/05/31,0.07%,-0.21%,1.48%,0.30%,-0.77%,1.24%,0.91%,2.12%,0.88%,-0.69%,0.12%,-1.22%,-0.95%,-0.07%,0.75%,0.30%,56,91,105,124,163,145,310,263,417,583,174.0%,285.2%,309.1%,309.5%,214.4%,823.7%,230.7%,1260%,0.00%,-1.45%
2018/07/31,2018/06/30,0.18%,-1.32%,1.82%,-0.10%,-0.90%,4.22%,1.90%,4.72%,3.03%,1.90%,-0.58%,-0.46%,-1.58%,0.64%,3.27%,0.78%,56,90,107,124,161,152,316,276,430,594,171.1%,276.3%,306.8%,307.6%,224.7%,830.9%,222.4%,1269%,-0.58%,-1.90%
2018/08/31,2018/07/31,-1.17%,-0.65%,-0.59%,2.48%,-1.38%,1.24%,2.07%,2.59%,7.32%,3.55%,1.56%,1.94%,1.81%,5.40%,3.55%,4.82%,55,89,106,127,159,153,322,283,461,615,170.5%,285.0%,313.1%,315.5%,236.2%,875.8%,226.5%,1343%,0.00%,0.00%
2018/09/30,2018/08/31,-0.50%,0.10%,0.67%,-0.32%,-0.20%,-0.00%,0.01%,0.39%,0.18%,-0.01%,1.21%,1.54%,0.27%,-1.24%,0.10%,-1.71%,55,89,107,127,159,153,322,284,462,615,171.3%,285.0%,318.1%,321.9%,236.6%,859.1%,220.6%,1325%,0.00%,0.00%
2018/10/31,2018/09/30,0.78%,0.08%,2.57%,0.72%,0.85%,-10.42%,-7.07%,-4.25%,-6.36%,-5.62%,0.92%,1.29%,0.91%,-9.95%,-7.27%,-10.34%,55,89,110,128,160,137,300,272,433,580,171.5%,303.5%,321.9%,327.4%,212.1%,760.0%,210.8%,1183%,0.00%,0.00%
2018/11/30,2018/10/31,-0.42%,1.35%,1.24%,1.75%,-1.99%,1.57%,3.32%,2.66%,3.64%,-0.11%,1.02%,1.28%,-0.63%,1.26%,1.99%,0.88%,55,91,111,130,157,140,310,279,448,580,167.2%,296.7%,326.3%,332.8%,218.3%,767.5%,207.3%,1199%,0.00%,0.00%
2018/12/31,2018/11/30,2.46%,-0.79%,-2.17%,-1.26%,-0.66%,-8.69%,-8.44%,-11.24%,-9.41%,-10.67%,-1.30%,-2.01%,-1.94%,-14.75%,-9.28%,-14.14%,57,90,109,128,156,127,283,248,406,518,158.9%,288.9%,320.7%,324.1%,188.8%,644.8%,192.4%,1008%,-1.30%,-2.01%
2019/01/31,2018/12/31,2.70%,-0.71%,-1.23%,-0.35%,-0.72%,11.93%,8.08%,6.17%,8.66%,8.64%,-0.83%,2.37%,-0.00%,15.65%,8.72%,14.94%,58,89,108,128,155,143,306,263,441,563,150.1%,276.1%,317.2%,334.2%,214.0%,756.1%,210.6%,1181%,-2.12%,0.00%
2019/02/28,2019/01/31,-1.70%,-0.43%,0.36%,1.31%,0.66%,3.49%,2.66%,2.94%,4.48%,3.52%,0.62%,-0.18%,-0.09%,4.81%,3.43%,4.87%,57,89,108,129,156,148,314,271,461,582,156.0%,276.2%,319.8%,333.4%,224.7%,797.8%,215.0%,1243%,-1.51%,-0.18%
2019/03/31,2019/02/28,-0.11%,-0.71%,0.61%,-0.29%,0.15%,2.96%,0.63%,0.77%,0.42%,0.82%,-0.62%,-1.78%,-1.19%,-3.54%,1.41%,-3.01%,57,88,109,129,156,152,316,273,463,587,156.7%,268.1%,317.2%,325.7%,229.3%,770.7%,201.1%,1195%,-2.12%,-1.96%
2019/04/30,2019/03/31,-0.30%,1.15%,-1.77%,-0.82%,-0.10%,3.23%,5.35%,1.53%,3.83%,5.06%,0.08%,0.96%,-1.21%,3.21%,4.02%,2.92%,57,89,107,128,156,157,333,277,481,617,157.2%,274.8%,317.5%,329.8%,242.5%,796.2%,197.8%,1237%,-2.05%,-1.02%
2019/05/31,2019/04/30,2.09%,1.04%,2.26%,-2.28%,-2.24%,-4.64%,-5.51%,-4.94%,-8.75%,-9.34%,-2.21%,-3.20%,-1.36%,-11.90%,-6.47%,-10.94%,58,90,109,125,152,150,315,264,439,559,146.1%,257.2%,308.3%,316.0%,220.4%,698.2%,184.5%,1078%,-4.21%,-4.19%
2019/06/30,2019/05/31,0.26%,-1.62%,0.67%,0.03%,1.06%,6.33%,5.56%,7.73%,7.04%,10.28%,1.99%,2.60%,-0.60%,8.31%,6.83%,7.53%,58,89,110,125,154,159,332,284,469,617,148.0%,271.4%,316.4%,326.8%,242.2%,758.3%,186.5%,1176%,-2.30%,-1.69%
2019/07/31,2019/06/30,-0.08%,0.27%,1.48%,-0.79%,0.07%,0.76%,1.66%,3.03%,0.68%,1.28%,0.68%,1.26%,0.21%,0.18%,1.45%,-0.20%,58,89,111,124,154,160,338,292,473,625,148.4%,273.3%,319.3%,332.2%,247.2%,756.6%,181.8%,1178%,-1.64%,-0.46%
2019/08/31,2019/07/31,-0.91%,0.91%,0.61%,2.35%,-1.41%,-2.83%,-3.96%,-1.81%,0.16%,-2.38%,0.07%,0.78%,-0.48%,-5.28%,-2.11%,-5.51%,58,90,112,127,152,156,325,287,473,610,147.1%,275.0%,319.6%,335.5%,239.9%,709.4%,172.2%,1110%,-1.57%,0.00%
2019/09/30,2019/08/31,0.75%,0.42%,1.63%,0.73%,-1.15%,1.29%,1.87%,1.50%,2.26%,2.05%,-0.41%,0.65%,0.89%,3.65%,1.76%,3.46%,58,90,114,128,150,158,331,291,484,622,142.4%,277.8%,317.8%,338.4%,245.8%,737.4%,176.8%,1155%,-1.98%,0.00%
2019/10/31,2019/09/30,0.62%,-0.76%,-0.16%,0.06%,-0.24%,2.91%,1.14%,1.96%,2.21%,2.76%,-0.04%,0.39%,-2.41%,0.50%,2.20%,0.38%,58,89,114,128,150,162,334,297,495,639,140.4%,277.3%,317.6%,340.1%,253.4%,740.6%,171.8%,1161%,-2.02%,0.00%
2019/11/30,2019/10/31,0.74%,-0.48%,-2.71%,-0.61%,0.59%,5.00%,3.13%,2.04%,2.97%,4.72%,0.69%,-0.08%,-0.71%,3.85%,3.75%,3.88%,59,89,111,127,151,171,345,303,509,670,140.0%,276.2%,320.5%,339.8%,266.7%,773.2%,172.2%,1209%,-1.34%,-0.08%
2019/12/31,2019/11/30,0.41%,-0.07%,-1.44%,0.65%,0.61%,3.03%,2.77%,1.10%,3.38%,3.86%,2.27%,2.20%,2.99%,7.18%,2.79%,6.52%,59,89,109,128,152,176,355,307,527,696,140.5%,279.4%,330.1%,349.4%,276.9%,830.1%,182.3%,1303%,0.00%,0.00%
2020/01/31,2019/12/31,-0.41%,0.29%,0.08%,-1.63%,-0.11%,0.09%,0.05%,1.14%,-0.84%,-0.30%,0.67%,1.12%,0.84%,-3.04%,0.06%,-3.37%,59,89,109,126,151,176,355,310,522,693,141.2%,277.8%,333.0%,354.4%,277.2%,798.8%,172.6%,1261%,0.00%,0.00%
2020/02/29,2020/01/31,0.24%,-0.70%,-0.19%,-1.24%,-0.11%,-6.78%,-8.25%,-9.82%,-7.38%,-9.53%,-0.61%,-2.70%,-0.66%,-10.18%,-8.00%,-9.37%,59,88,109,124,151,164,325,280,484,627,140.4%,267.5%,330.3%,342.1%,247.0%,714.6%,168.9%,1122%,-0.61%,-2.70%
2020/03/31,2020/02/29,-2.44%,-0.62%,-2.27%,-2.71%,1.15%,-10.78%,-13.12%,-16.07%,-17.59%,-15.26%,8.39%,-1.18%,2.58%,-24.25%,-13.57%,-23.89%,58,88,106,121,153,146,283,235,399,532,149.0%,251.0%,366.5%,336.9%,199.9%,520.0%,141.2%,826.0%,0.00%,-3.85%
2020/04/30,2020/03/31,-0.46%,0.50%,1.13%,0.33%,1.21%,14.35%,12.43%,13.55%,11.79%,14.53%,11.40%,8.40%,11.94%,26.10%,13.44%,23.58%,57,88,108,121,155,167,318,266,446,609,153.2%,251.6%,419.7%,373.6%,240.2%,666.1%,165.6%,1068%,0.00%,0.00%
2020/05/31,2020/04/30,-1.34%,0.90%,-1.03%,1.21%,0.42%,5.73%,5.19%,4.54%,7.65%,2.80%,3.54%,0.70%,1.86%,6.85%,5.40%,6.64%,56,89,107,123,155,177,334,279,480,626,157.6%,241.3%,438.1%,376.9%,258.6%,717.1%,168.9%,1148%,0.00%,0.00%
2020/06/30,2020/05/31,1.21%,-3.04%,-1.07%,-0.42%,1.86%,4.39%,-1.58%,1.30%,3.08%,3.57%,2.57%,0.73%,3.21%,6.45%,2.43%,6.23%,57,86,105,122,158,185,329,282,495,648,159.3%,238.5%,451.9%,380.4%,267.3%,767.9%,179.1%,1228%,0.00%,0.00%
2020/07/31,2020/06/30,-0.15%,-1.36%,0.30%,-1.54%,-2.21%,8.04%,4.51%,4.70%,3.85%,2.32%,-4.07%,-4.73%,-3.86%,-0.74%,5.73%,0.68%,57,85,106,120,155,199,344,295,514,663,153.9%,219.2%,429.5%,357.7%,288.3%,773.8%,165.0%,1218%,-4.07%,-4.73%
2020/08/31,2020/07/31,0.37%,-1.75%,-4.06%,-1.70%,-1.71%,9.73%,4.95%,2.88%,5.15%,4.92%,5.33%,4.42%,0.86%,8.39%,7.38%,7.06%,57,84,101,118,152,219,361,304,540,696,148.7%,203.8%,457.7%,377.9%,317.0%,835.6%,164.2%,1329%,0.00%,-0.52%
2020/09/30,2020/08/31,-1.35%,1.71%,1.38%,1.59%,-0.51%,-4.36%,-1.87%,-0.88%,-1.82%,-5.97%,-1.20%,-2.84%,0.27%,-5.82%,-3.61%,-4.96%,57,85,103,120,151,209,354,301,530,654,150.8%,198.9%,451.0%,364.3%,301.9%,789.1%,160.6%,1246%,-1.20%,-3.35%
2020/10/31,2020/09/30,1.24%,-0.74%,-2.35%,-0.59%,-3.09%,-2.67%,-2.02%,-0.93%,0.43%,-0.66%,-1.28%,0.75%,-3.57%,1.15%,-2.11%,0.92%,57,85,100,120,147,204,347,299,532,650,139.9%,204.9%,443.9%,367.8%,293.4%,797.3%,168.5%,1261%,-2.47%,-2.62%
2020/11/30,2020/10/31,-2.34%,1.68%,2.93%,3.91%,5.36%,9.10%,13.82%,13.89%,17.33%,22.03%,11.47%,16.12%,11.44%,36.40%,12.26%,31.56%,56,86,103,124,155,222,395,340,625,793,158.4%,244.3%,506.4%,443.3%,341.6%,1081%,220.4%,1757%,0.00%,0.00%
2020/12/31,2020/11/30,-0.40%,-0.48%,1.61%,-4.64%,-1.45%,5.23%,3.21%,5.55%,4.22%,4.88%,3.72%,3.69%,0.55%,10.97%,4.57%,9.87%,56,86,105,119,152,234,408,359,651,832,155.7%,243.1%,528.9%,463.3%,361.8%,1197%,237.4%,1961%,0.00%,0.00%
2021/01/31,2020/12/31,0.45%,-2.72%,0.51%,-2.26%,-1.42%,-0.32%,-1.34%,2.23%,1.46%,1.24%,5.53%,4.13%,6.97%,12.94%,-0.12%,11.70%,56,83,106,116,150,233,402,367,661,842,150.9%,248.5%,563.7%,486.5%,361.3%,1349%,277.2%,2227%,0.00%,0.00%
